logradouro,numero,bairro,cep,cidade,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,anuncio_criado,tipo_anuncio,preco_venda,taxa_condominio,periodicidade,preco_aluguel,iptu_ano
Alameda Jaú,NA,Jardim Paulista,01420000,São Paulo,Flat,43,1,1,1,1,2017-07-07,Locação,2660,909,MONTHLY,3570,210
Rua Iru,136,Vila Formosa,03363060,São Paulo,Apartamento,62,1,1,3,1,2018-03-15,Venda,269500,489,NA,NA,103
Alameda Casa Branca,343,Jardim Paulista,01408001,São Paulo,Flat,44,1,1,1,1,2019-02-14,Venda,385000,385,NA,NA,0
Alameda Jaú,NA,Jardim Paulista,01420000,São Paulo,Cobertura,172,3,1,3,2,2018-10-19,Venda,2100000,1154,NA,NA,350
Rua Engenheiro Guilherme Cristiano Frender,448,Vila Antonieta,03477000,São Paulo,Apartamento,51,1,0,2,1,2018-11-12,Locação,1260,0,MONTHLY,1260,0
Avenida Doutor Eduardo Cotching,NA,Vila Formosa,03356000,São Paulo,Escritório,45,1,NA,NA,2,2018-02-01,Locação,1050,157,MONTHLY,1207,203
Rua Rego Barros,570,Jardim Vila Formosa,03460000,São Paulo,Apartamento,110,1,0,2,2,2018-08-15,Venda,341600,434,NA,NA,1155
Rua Bacairis,250,Vila Formosa,03357050,São Paulo,Apartamento,40,1,1,1,1,2018-10-04,Venda,266000,315,NA,NA,84
Rua Banharão,NA,Vila Formosa,03366070,São Paulo,Casa,120,1,0,2,2,2016-11-24,Venda,356300,NA,NA,NA,NA
Rua Joaquim Antunes,479,Pinheiros,05415001,São Paulo,Apartamento,295,3,2,4,3,2017-09-23,Locação,4900,1330,MONTHLY,6230,630
Alameda Jaú,NA,Jardim Paulista,01420001,São Paulo,Apartamento,270,4,1,4,3,2019-02-13,Locação,7000,1680,MONTHLY,8680,798
Rua Professor Wlademir Pereira,51,Rio Pequeno,00000000,São Paulo,Casa de dois andares,186,4,3,3,2,2018-11-26,Venda,875000,NA,NA,NA,NA
Rua Pedro Inácio de Araújo,20,Vila São Silvestre,05386330,São Paulo,Apartamento,151,3,1,3,2,2018-06-21,Venda,461999,909,NA,NA,280
Alameda Santos,1357,Jardim Paulista,01418100,São Paulo,Comercial,700,10,0,0,7,2018-10-18,Locação,31849,11130,MONTHLY,42980,3716
Alameda Jaú,NA,Jardim Paulista,01420001,São Paulo,Apartamento,51,1,1,1,1,2016-03-28,Venda,441000,489,NA,NA,198
Alameda Jaú,NA,Jardim Paulista,01420001,São Paulo,Apartamento,165,3,1,3,1,2018-02-01,Venda,1035999,1120,NA,NA,322
NA,NA,Pinheiros,03178200,São Paulo,Escritório,495,0,0,0,11,2018-05-25,Locação,31162,6578,MONTHLY,37741,0
Alameda Campinas,308,Jardim Paulista,01404001,São Paulo,Flat,45,1,0,1,1,2018-04-09,Locação,1680,840,MONTHLY,2520,140
NA,NA,Cambuci,NA,São Paulo,Apartamento,46,0,0,1,NA,2018-07-18,Venda,203000,203,NA,NA,0
Rua Freire da Silva,222,Cambuci,01523020,São Paulo,Casa de dois andares,100,3,0,3,1,2018-01-26,Venda,315000,0,NA,NA,0
Alameda Jaú,NA,Jardim Paulista,01420005,São Paulo,Apartamento,152,6,4,3,3,2017-02-03,Locação,9100,979,MONTHLY,10080,457
NA,NA,Pinheiros,NA,São Paulo,Apartamento,150,4,3,3,3,2019-01-10,Venda,1750000,1260,NA,NA,429
Rua Puris,120,Mooca,03121040,São Paulo,Apartamento,126,3,2,2,2,2018-03-20,Venda,455000,1148,NA,NA,0
Rua Guaimbé,NA,Mooca,03118030,São Paulo,Apartamento,77,2,0,3,1,2019-02-01,Venda,297500,420,NA,NA,64
Rua Bacairis,232,Vila Formosa,03357050,São Paulo,Apartamento,39,1,0,1,1,2018-12-04,Locação,1260,371,MONTHLY,1631,60
Rua Miguel Sevílio,NA,Rio Pequeno,05379180,São Paulo,Apartamento,70,2,1,3,1,2017-04-24,Venda,294000,350,NA,NA,133
Rua Miguel Sevílio,49,Rio Pequeno,05379180,São Paulo,Apartamento,70,2,1,3,1,2018-06-09,Venda,330190,350,NA,NA,125
Rua Teresina,1,Vila Bertioga,03185010,São Paulo,Apartamento,50,1,1,2,1,2017-07-12,Venda,237999,357,NA,NA,7766
NA,NA,Cambuci,NA,São Paulo,Loteamento Comercial,160,NA,NA,NA,NA,2017-02-04,Venda,840000,NA,NA,NA,NA
Rua Miguel Mota,1,Vila Canero,03191110,São Paulo,Casa de dois andares,200,3,1,4,4,2018-06-07,Venda,1190000,NA,NA,NA,0
NA,NA,Cambuci,NA,São Paulo,Escritório,112,2,NA,NA,NA,2018-10-30,Locação,2800,NA,MONTHLY,2800,234
Rua Jornalista Francisco Dias Herrera,NA,Jardim Nossa Senhora do Carmo,08270470,São Paulo,Loteamento Residencial,280,0,0,0,0,2018-03-06,Venda,308000,0,NA,NA,0
NA,NA,Pinheiros,NA,São Paulo,Apartamento,120,2,NA,1,2,2018-05-14,Venda,1120000,1050,NA,NA,3919
Rua Natal,NA,Vila Bertioga,03186030,São Paulo,Casa de dois andares,94,1,NA,2,NA,2017-06-02,Venda,258999,NA,NA,NA,0
Rua Antônio Canero,27,Mooca,03190140,São Paulo,Casa de dois andares,220,1,1,3,2,2019-02-16,Venda,489999,NA,NA,NA,0
Rodovia Raposo Tavares,7000,Butantã,05577200,São Paulo,Apartamento,171,5,3,3,3,2017-12-11,Venda,910000,525,NA,NA,0
Alameda Santos,1222,Cerqueira César,01418100,São Paulo,Apartamento,230,2,1,3,1,2018-08-23,Locação,4550,1913,MONTHLY,6463,5368
Alameda Santos,1306,Jardim Paulista,01418100,São Paulo,Apartamento,156,2,1,3,1,2018-02-16,Venda,910000,1050,NA,NA,237
Rua Antônio Canero,27,Mooca,00000000,São Paulo,Casa,220,1,1,4,3,2016-06-24,Venda,521499,0,NA,NA,70
Rua Tabajaras,NA,Mooca,03121010,São Paulo,Apartamento,50,1,0,2,1,2018-12-26,Venda,266000,374,NA,NA,NA
Rua Araim,118,Água Rasa,03347090,São Paulo,Casa de dois andares,180,3,1,3,3,2018-11-19,Venda,455000,0,NA,NA,0
NA,NA,Butantã,NA,São Paulo,Loteamento Comercial,388,0,0,0,10,2017-04-24,Venda,1386000,0,NA,NA,NA
Rua Simão Álvares,479,Pinheiros,05417020,Aclimação,Cobertura,153,2,1,2,3,2018-10-07,Locação,5600,979,MONTHLY,6580,392
Avenida Valentim Gentil,112,Butantã,05506070,São Paulo,Casa de dois andares,330,4,2,3,4,2018-09-22,Venda,1470000,0,NA,NA,1309
Rua Vicente La Giudice,NA,Jardim Aricanduva,03455040,São Paulo,Casa de dois andares,280,2,1,3,6,2019-02-23,Venda,686000,0,NA,NA,0
Rua Olímpio de Campos,419,Jardim Vila Formosa,03471130,São Paulo,Casa,300,2,1,2,2,2018-03-14,Venda,343000,0,NA,NA,NA
Rua Padre Carvalho,NA,Pinheiros,05427020,São Paulo,Apartamento,100,3,1,3,2,2018-11-22,Venda,896000,644,NA,NA,189
NA,NA,Pinheiros,NA,São Paulo,Escritório,67,0,0,0,1,2018-07-18,Venda,744800,NA,NA,NA,NA
Rua Rui Martins,NA,Alto da Mooca,03184010,São Paulo,Apartamento,89,1,1,3,2,2018-12-26,Venda,581000,489,NA,NA,84
Avenida João XXIII,2180,Vila Formosa,03361001,São Paulo,Depósito,485,NA,NA,NA,NA,2016-07-26,Locação,11200,NA,MONTHLY,11200,5989
Rua Valentim Magalhães,307,Água Rasa,03184090,São Paulo,Depósito,530,0,0,0,0,2019-02-20,Locação,4900,NA,MONTHLY,4900,802
NA,NA,Alto da Mooca,NA,São Paulo,Apartamento,82,2,1,3,1,2018-04-17,Venda,448000,350,NA,NA,NA
Rua Jumana,304,Mooca,03121030,São Paulo,Apartamento,164,3,1,3,2,2017-04-14,Venda,455000,979,NA,NA,1626
NA,NA,Pinheiros,NA,São Paulo,Apartamento,115,2,0,2,0,2018-07-18,Venda,441000,NA,NA,NA,NA
Rua Miguel Sevílio,NA,Rio Pequeno,05379180,São Paulo,Apartamento,64,2,1,2,1,2015-12-07,Venda,287000,230,NA,NA,NA
Rua Yosoji Yamaguti,NA,Rio Pequeno,05379130,São Paulo,Comercial,585,2,NA,NA,NA,2018-11-01,Locação,3744,NA,MONTHLY,3744,251
NA,NA,Butantã,NA,São Paulo,Comercial,400,2,NA,NA,NA,2019-01-16,Locação,3500,0,MONTHLY,3500,0
NA,NA,Rio Pequeno,NA,São Paulo,Apartamento,58,1,0,2,1,2018-07-18,Venda,224000,NA,NA,NA,NA
Rua Clímaco Barbosa,NA,Cambuci,01523000,São Paulo,Apartamento,35,1,0,1,0,2017-04-13,Venda,153300,168,NA,NA,0
Rua Artur de Azevedo,1877,Pinheiros,05404005,São Paulo,Casa,475,5,2,4,2,2017-09-23,Locação,10500,NA,MONTHLY,10500,1176
Rua Padre Carvalho,NA,Pinheiros,05427020,São Paulo,Cobertura,133,2,1,2,2,2018-11-22,Venda,1400000,1117,NA,NA,308
Rua Cônego Eugênio Leite,873 ap94,Pinheiros,05414012,São Paulo,Apartamento,87,3,1,3,1,2018-03-03,Venda,546000,700,NA,NA,86
Rua Deputado Lacerda Franco,144,Pinheiros,05418000,São Paulo,Apartamento,93,3,2,2,2,2016-08-03,Venda,903000,630,NA,NA,105
Rua Miguel Sevílio,49,Rio Pequeno,05379180,São Paulo,Apartamento,64,1,1,2,1,2016-02-03,Venda,318500,0,NA,NA,0
NA,NA,Rio Pequeno,NA,São Paulo,Apartamento,NA,0,1,2,0,2017-10-31,Venda,199500,0,NA,NA,0
Rua Morubixaba,198,Cidade Líder,08280630,São Paulo,Apartamento,50,1,0,2,0,2017-10-02,Venda,150500,105,NA,NA,0
Rua Fernão Dias,264,Pinheiros,05427000,São Paulo,Apartamento,104,1,1,3,1,2015-12-02,Venda,805000,420,NA,NA,NA
Avenida do Rio Pequeno,500,Rio Pequeno,05379000,São Paulo,Apartamento,171,2,1,2,3,2018-11-14,Venda,682500,781,NA,NA,373
Rua Ezequiel Ramos,354,Mooca,03111030,São Paulo,Apartamento,87,0,0,2,NA,2017-04-14,Venda,220500,0,NA,NA,0
Avenida Doutor Francisco Munhoz Filho,1875,Itaquera,08280107,São Paulo,Casa de dois andares,510,4,1,3,10,2017-12-02,Venda,910000,0,NA,NA,0
Rua José Maria Lisboa,1221,Jardim Paulista,01423001,São Paulo,Apartamento,552,9,4,4,5,2018-10-06,Venda,6973783,6849,NA,NA,2520
Rua Maestro Cardim,407,Paraíso,01323000,São Paulo,Flat,30,1,1,1,1,2018-06-14,Locação,1169,861,MONTHLY,2029,140
Praça General San Martin,50,Jardim América,01439030,São Paulo,Casa de dois andares,780,5,3,4,10,2017-12-14,Locação,35000,0,MONTHLY,35000,3360
Rua Haddock Lobo,1583,Rua Vitoantônio Del Vecchio,01414003,São Paulo,Loja,696,3,0,0,3,2018-12-07,Locação,62999,0,MONTHLY,62999,5246
Rua Vicente Felix,60,Jardim Paulista,01410020,São Paulo,Apartamento,110,3,1,3,2,2018-11-05,Locação,3709,944,MONTHLY,4655,273
Rua Bueno de Andrade,456,Liberdade,01526000,São Paulo,Apartamento,39,1,0,1,1,2018-11-09,Venda,189000,579,NA,NA,0
Rua Haddock Lobo,1583,Cerqueira César,01414003,São Paulo,Comercial,696,0,0,0,3,2019-01-18,Locação,62999,NA,MONTHLY,62999,5245
Praça Portugal,NA,Pinheiros,05414030,São Paulo,Apartamento,137,4,2,4,2,2018-12-15,Venda,910000,840,NA,NA,210
Rua Sarandi,62,Cerqueira César,01414010,São Paulo,Apartamento,300,4,3,3,6,2018-09-12,Venda,7694910,5950,NA,NA,0
Alameda Ministro Rocha Azevedo,NA,Cerqueira César,01410000,São Paulo,Apartamento,79,2,1,1,1,2018-03-18,Venda,560000,1155,NA,NA,0
Alameda Ministro Rocha Azevedo,875,Jardins,01410002,São Paulo,Apartamento,280,2,1,3,2,2018-10-11,Locação,10500,0,MONTHLY,10500,0
NA,NA,Cambuci,NA,São Paulo,Apartamento,82,1,1,3,1,2017-11-14,Venda,336000,489,NA,NA,NA
Rua Sarandi,62,Cerqueira César,01414010,São Paulo,Apartamento,421,4,4,4,6,2018-10-26,Venda,9249100,NA,NA,NA,NA
Rua Pandiá Calógeras,NA,Liberdade,01525020,São Paulo,Comercial,1735,0,0,0,20,2016-05-19,Locação,87500,0,MONTHLY,87500,0
Rua Maestro Cardim,407,Bela Vista,01504000,São Paulo,Flat,28,1,NA,1,1,2018-09-26,Venda,210000,0,NA,NA,NA
Rua Maestro Cardim,407,Paraíso,01323000,São Paulo,Flat,30,1,1,1,1,2018-12-19,Venda,182000,700,NA,NA,0
Rua Artur de Azevedo,1445,Pinheiros,05404013,São Paulo,Apartamento,139,2,1,3,1,2017-04-26,Locação,7000,958,MONTHLY,7958,166
NA,NA,Cambuci,NA,São Paulo,Apartamento,45,2,0,2,1,2019-02-13,Venda,248499,237,NA,NA,21
Rua Martiniano de Carvalho,612,Bela Vista,01321000,São Paulo,Apartamento,172,1,1,3,2,2017-04-20,Venda,896000,1225,NA,NA,1021
Avenida Brigadeiro Luís Antônio,1892,Morro dos Ingleses,01318002,São Paulo,Escritório,55,1,NA,NA,0,2018-05-25,Locação,1336,263,MONTHLY,1599,80
NA,NA,Cambuci,NA,São Paulo,Casa,80,1,NA,2,1,2015-10-01,Venda,364000,NA,NA,NA,NA
NA,NA,Butantã,NA,São Paulo,Apartamento,166,2,1,3,3,2016-01-20,Venda,560000,405,NA,NA,210
NA,NA,Butantã,NA,São Paulo,Condomínio,100,2,1,3,2,2017-10-02,Venda,357000,546,NA,NA,0
Rua Bela Cintra,2316,Consolação,01415905,São Paulo,Apartamento,144,3,1,3,1,2019-02-01,Venda,1340500,915,NA,NA,193
Rua Cônego Eugênio Leite,NA,Pinheiros,05414011,São Paulo,Apartamento,68,2,1,2,1,2018-11-13,Venda,588000,979,NA,NA,125
Alameda Franca,895,Jardim Paulista,01422001,São Paulo,Apartamento,259,5,3,3,4,2017-04-21,Locação,12600,3010,MONTHLY,15609,925
Rua Cônego Eugênio Leite,NA,Pinheiros,NA,São Paulo,Apartamento,160,2,1,4,2,2018-06-21,Venda,1330000,1260,NA,NA,364
Alameda Franca,853,Jardim Paulista,01422001,São Paulo,Apartamento,180,1,NA,3,1,2019-02-01,Venda,1330000,NA,NA,NA,NA
Alameda Ministro Rocha Azevedo,NA,Cerqueira César,01410000,São Paulo,Apartamento,55,1,0,1,1,2019-02-01,Venda,623000,512,NA,NA,139
NA,NA,Cambuci,NA,São Paulo,Apartamento,50,1,NA,2,1,2017-03-29,Venda,258999,289,NA,NA,18
Rua dos Parecis,74,Cambuci,01527030,São Paulo,Depósito,585,0,0,0,0,2018-04-21,Locação,14000,0,MONTHLY,14000,827
Alameda Ministro Rocha Azevedo,NA,Cerqueira César,01410000,São Paulo,Apartamento,530,5,2,4,4,2016-03-28,Venda,4129999,3639,NA,NA,698
Alameda Ministro Rocha Azevedo,NA,Cerqueira César,01410001,São Paulo,Apartamento,320,5,3,4,3,2019-02-10,Venda,2520000,2240,NA,NA,896
Rua Oscar Freire,836,Cerqueira César,01426902,São Paulo,Apartamento,187,2,1,3,2,2018-04-06,Locação,5250,1309,MONTHLY,6559,315
Rua Padre João Manuel,774,Cerqueira César,01411001,São Paulo,Apartamento,205,3,1,3,2,2017-12-14,Venda,1540000,1260,NA,NA,0
Rua José Maria Lisboa,1323,Jardim Paulista,01423003,São Paulo,Apartamento,320,4,4,4,4,2018-12-16,Locação,6685,2825,MONTHLY,9510,1021
Rua Padre João Manuel,NA,Cerqueira César,01411000,São Paulo,Apartamento,291,3,1,3,3,2019-02-19,Venda,2380000,NA,NA,NA,0
Avenida Paulista,1248,Bela Vista,01310100,São Paulo,Escritório,944,10,NA,1,8,2018-11-08,Locação,46257,16520,MONTHLY,62778,0
Rua Peixoto Gomide,1210,Jardim Paulista,01409001,São Paulo,Apartamento,144,2,1,3,2,2018-09-19,Venda,883400,1260,NA,NA,266
Rua Porto Alegre,1,Vila Bertioga,03185020,São Paulo,Casa de dois andares,420,7,3,3,2,2016-09-30,Venda,875000,NA,NA,NA,0
Alameda Campinas,105,Jardim Paulista,01404000,São Paulo,Flat,30,1,0,1,1,2017-11-24,Locação,1652,840,MONTHLY,2492,98
Alameda Itu,738,Cerqueira César,01421901,São Paulo,Apartamento,367,4,2,4,3,2018-11-27,Venda,3325000,3080,NA,NA,700
Alameda Ministro Rocha Azevedo,NA,Cerqueira César,01410000,São Paulo,Apartamento,167,3,1,4,1,2019-02-17,Locação,8400,1120,MONTHLY,9520,315
Alameda Ministro Rocha Azevedo,750,Jardim Paulista,01410001,São Paulo,Flat,55,1,0,2,1,2019-02-19,Locação,2940,0,MONTHLY,2940,0
Alameda Franca,799,Jardim Paulista,01422000,São Paulo,Apartamento,107,2,0,3,0,2018-12-15,Venda,644000,315,NA,NA,0
Alameda Ribeirão Preto,515,Bela Vista,01331000,São Paulo,Apartamento,110,3,1,3,1,2018-01-18,Venda,686000,896,NA,NA,1120
Rua Martiniano de Carvalho,NA,Bela Vista,01321000,São Paulo,Apartamento,170,4,1,3,1,2017-07-07,Venda,840000,770,NA,NA,266
Rua Cambará,49,Vila Bertioga,03188040,São Paulo,Condomínio,170,0,3,3,4,2018-10-11,Venda,664930,224,NA,NA,0
Rua Francisco Leitão,104,Jardim America,05414025,São Paulo,Apartamento,135,2,2,2,2,2018-01-16,Venda,1190000,1190,NA,NA,315
Alameda Ribeirão Preto,289,Bela Vista,01331001,São Paulo,Apartamento,140,5,3,3,1,2017-10-31,Venda,742000,1330,NA,NA,175
Travessa D'Áuria,64,Vila Canero,03190060,São Paulo,Casa,137,1,1,3,1,2018-08-15,Venda,510999,NA,NA,NA,70
Avenida Brigadeiro Luís Antônio,NA,Bela Vista,01318001,São Paulo,Escritório,180,2,0,7,0,2018-10-20,Locação,1050,1400,MONTHLY,2450,266
Rua Cônego Eugênio Leite,564,Pinheiros,05414000,São Paulo,Apartamento,68,2,1,2,1,2016-06-06,Venda,413000,770,NA,NA,73
Alameda Ministro Rocha Azevedo,NA,Cerqueira César,01410002,São Paulo,Comercial,1135,9,0,10,9,2018-01-26,Locação,52500,NA,MONTHLY,52500,NA
Rua Treze de Maio,NA,Bela Vista,01327002,São Paulo,Apartamento,402,3,1,3,3,2014-02-03,Locação,7000,1330,MONTHLY,8330,387
Alameda Joaquim Eugênio de Lima,100,Jardim Paulista,01403002,São Paulo,Apartamento,290,3,2,4,3,2018-02-27,Venda,2450000,1959,NA,NA,489
Rua Artur Prado,NA,Bela Vista,01322000,São Paulo,Apartamento,44,1,NA,1,1,2019-02-22,Venda,445200,315,NA,NA,70
Rua Muniz de Sousa,10,Aclimação,01534001,São Paulo,Apartamento,90,2,0,3,0,2018-12-15,Venda,244999,489,NA,NA,0
Rua João Moura,192,Pinheiros,05412000,São Paulo,Apartamento,180,2,1,3,1,2018-09-18,Locação,4550,1959,MONTHLY,6510,124
Rua Doutor Hélio Fidelis,152,Rio Pequeno,05351035,São Paulo,Apartamento,86,2,1,2,1,2018-07-17,Venda,455000,560,NA,NA,108
Rua Martiniano de Carvalho,NA,Bela Vista,01321000,São Paulo,Apartamento,70,2,0,2,0,2017-04-22,Venda,373100,350,NA,NA,0
Rua Lisboa,71,Cerqueira César,05413000,São Paulo,Apartamento,95,2,0,2,1,2018-11-23,Venda,609000,909,NA,NA,86
Rua Almirante Marques Leão,752,Bela Vista,01330010,São Paulo,Casa de dois andares,580,0,0,0,NA,2018-10-18,Venda,1386000,0,NA,NA,86769
Rua Doutor Hélio Fidelis,152,Rio Pequeno,05351035,São Paulo,Apartamento,172,3,1,2,3,2018-07-19,Venda,770000,686,NA,NA,192
Avenida do Rio Pequeno,120,Rio Pequeno,05379000,São Paulo,Apartamento,49,1,NA,2,1,2019-01-28,Venda,216300,336,NA,NA,0
Rua Porto Alegre,NA,Vila Bertioga,03185020,São Paulo,Casa de dois andares,130,3,0,3,3,2018-04-25,Venda,525000,0,NA,NA,0
Rua Doutor Hélio Fidelis,26,Rio Pequeno,05351035,São Paulo,Apartamento,72,2,1,2,1,2018-04-23,Venda,374500,385,NA,NA,21
Rua José Bento,85,Cambuci,01523030,São Paulo,Apartamento,35,1,0,1,0,2018-12-15,Venda,168000,210,NA,NA,0
Rua Piraçununga,NA,Vila Bertioga,03187010,São Paulo,Apartamento,50,1,NA,1,1,2018-06-29,Venda,237999,315,NA,NA,56
Avenida Doutor Eduardo Cotching,652,Vila Formosa,03356001,São Paulo,Comercial,468,0,0,0,0,2018-12-04,Venda,840000,0,NA,NA,630
Rua São João Batista,NA,Cambuci,01527010,São Paulo,Apartamento,70,2,NA,2,1,2017-04-13,Venda,266000,244,NA,NA,NA
Rua Porto Alegre,599,Vila Bertioga,03185020,São Paulo,Casa de dois andares,130,3,1,2,0,2014-03-08,Venda,406000,0,NA,NA,0
Alameda Joaquim Eugênio de Lima,113,Bela Vista,01403001,São Paulo,Apartamento,76,2,1,2,1,2018-07-20,Venda,805000,590,NA,NA,1351
Rua Fernando Augusto Santa Cruz Oliveira,33,Rio Pequeno,00000000,São Paulo,Condomínio,170,2,1,3,2,2018-11-26,Venda,510999,630,NA,NA,118
Avenida Lins de Vasconcelos,1,Cambuci,04112010,São Paulo,Apartamento,57,2,1,2,0,2018-08-09,Venda,244999,118,NA,NA,28
Avenida Sapopemba,879,Vila Regente Feijó,03345001,São Paulo,Casa de dois andares,133,2,0,3,4,2018-04-06,Venda,489999,0,NA,NA,21
Rua Clímaco Barbosa,145,Cambuci,01523000,São Paulo,Loteamento Comercial,608,0,0,0,0,2018-11-14,Venda,2520000,0,NA,NA,15696
Rua Nicolau Gagliardi,354,Pinheiros,05429010,São Paulo,Apartamento,353,4,3,4,4,2017-10-19,Venda,5250000,3438,NA,NA,1680
Rua Doutor Hélio Fidelis,152,Rio Pequeno,05351035,São Paulo,Apartamento,87,3,2,3,2,2019-02-02,Venda,525000,665,NA,NA,105
NA,NA,Bela Vista,13170000,São Paulo,Escritório,108,0,0,0,2,2018-11-07,Locação,2800,0,MONTHLY,2800,0
Avenida Regente Feijó,1900,Vila Regente Feijó,03342000,São Paulo,Apartamento,58,1,0,2,1,2018-03-14,Venda,298200,315,NA,NA,700
Rua São Carlos do Pinhal,640,Bela Vista,01333000,São Paulo,Apartamento,230,4,1,3,1,2018-09-28,Venda,1190000,1750,NA,NA,273
NA,NA,Bela Vista,NA,São Paulo,Apartamento,40,1,NA,1,1,2018-09-06,Venda,255499,343,NA,NA,0
Rua Itapeva,932,Bela Vista,01332000,São Paulo,Escritório,246,10,0,0,7,2018-11-13,Locação,14615,2886,MONTHLY,17502,0
Alameda Lorena,1748,Jardim Paulista,01424002,São Paulo,Flat,40,1,1,1,1,2018-06-14,Locação,1260,1155,MONTHLY,2415,244
Avenida Doutor Eduardo Cotching,658,Vila Formosa,03356000,São Paulo,Escritório,29,1,0,0,0,2018-06-08,Locação,944,122,MONTHLY,1067,52
Avenida Paulista,1437,Bela Vista,01310000,São Paulo,Escritório,167,2,0,0,2,2017-04-13,Locação,105000,2100,MONTHLY,107100,1330
Rua João Antônio de Oliveira,1228,Mooca,03111010,São Paulo,Apartamento,122,3,1,3,2,2017-04-13,Venda,700000,595,NA,NA,224
Rua Costa Carvalho,NA,Pinheiros,05429000,São Paulo,Apartamento,464,5,4,4,5,2019-02-07,Locação,15259,4494,MONTHLY,19754,1994
Alameda Itu,820,Vila Caraguata,01421000,São Paulo,Apartamento,223,5,4,4,2,2018-07-14,Locação,8400,1959,MONTHLY,10360,9800
Rua Professor Wlademir Pereira,235,Rio Pequeno,05386360,São Paulo,Casa de dois andares,240,3,2,4,4,2017-11-12,Venda,944999,NA,NA,NA,NA
Rua Fernando Augusto Santa Cruz Oliveira,33,Rio Pequeno,05351035,São Paulo,Casa de dois andares,123,4,1,3,2,2018-09-10,Venda,455000,560,NA,NA,84
Rua Jaboticabal,NA,Vila Bertioga,03188002,São Paulo,Apartamento,70,2,1,2,2,2018-11-22,Venda,429100,0,NA,NA,0
Avenida Brigadeiro Luís Antônio,NA,Bela Vista,01318002,São Paulo,Apartamento,75,2,NA,3,1,2018-03-06,Venda,475999,343,NA,NA,0
Rua Bela Cintra,2047,Consolação,01415001,São Paulo,Apartamento,290,5,2,3,2,2017-10-19,Venda,2450000,1889,NA,NA,630
Alameda Ribeirão Preto,487,Bela Vista,01331001,São Paulo,Apartamento,130,3,1,3,1,2019-02-08,Venda,910000,833,NA,NA,184
Alameda Ministro Rocha Azevedo,523,Cerqueira César,01410001,São Paulo,Flat,42,1,0,1,1,2018-06-01,Locação,1624,979,MONTHLY,2604,1959
Rua Doutor Hélio Fidelis,152,Rio Pequeno,05351035,São Paulo,Cobertura,172,3,2,3,3,2019-01-09,Venda,749000,686,NA,NA,199
Rua Bela Cintra,2032,Consolação,01415006,São Paulo,Apartamento,310,6,4,4,3,2019-01-15,Venda,3325000,1554,NA,NA,7314
Alameda Casa Branca,104,Jardim Paulista,01408001,São Paulo,Flat,45,1,0,1,1,2019-02-02,Locação,1435,454,MONTHLY,1889,70
Avenida Paulista,1471,Bela Vista,01311200,São Paulo,Escritório,361,5,0,0,5,2017-12-06,Locação,17500,4895,MONTHLY,22395,1967
Alameda Itu,820,Vila Caraguata,01421000,São Paulo,Apartamento,223,5,2,4,2,2018-11-05,Locação,7000,2240,MONTHLY,9240,1190
Rua Rego Barros,NA,Jardim Vila Formosa,03460000,São Paulo,Apartamento,76,2,0,3,1,2018-06-20,Venda,258999,315,NA,NA,244
Avenida Paulista,1439,Bela Vista,00000000,São Paulo,Escritório,300,0,0,0,4,2018-11-14,Locação,14000,3003,MONTHLY,17003,0
Avenida Paulista,1439,Bela Vista,01310100,São Paulo,Escritório,300,0,0,0,4,2019-02-17,Locação,11200,4013,MONTHLY,15213,2144
Rua Germano Limeira,NA,Vila Carmosina,08270520,São Paulo,Casa de dois andares,100,3,1,3,2,2016-09-15,Venda,294000,0,NA,NA,0
Alameda Franca,1050,Cerqueira César,01422001,São Paulo,Escritório,103,1,NA,NA,1,2018-05-16,Locação,5047,1177,MONTHLY,6224,263
Rua Peixoto Gomide,NA,Jardim Paulista,01409000,São Paulo,Apartamento,70,1,0,2,1,2018-03-15,Venda,434000,486,NA,NA,625
Alameda Itu,859,Jardim Paulista,01421003,São Paulo,Apartamento,117,2,NA,3,1,2018-07-27,Venda,1225000,1141,NA,NA,232
Rua Peixoto Gomide,1140,Cerqueira César,01409000,São Paulo,Apartamento,354,6,4,4,5,2018-10-19,Locação,17500,3779,MONTHLY,21280,0
Rua Rego Barros,375,Jardim Vila Formosa,03460000,São Paulo,Apartamento,49,1,0,2,1,2018-10-06,Venda,191800,230,NA,NA,0
Rua Iru,NA,Vila Formosa,03363060,São Paulo,Apartamento,49,1,0,2,1,2018-11-21,Venda,244999,266,NA,NA,0
Rua Nova Trento,147,Vila Formosa,00000000,São Paulo,Apartamento,58,2,1,2,2,2018-10-08,Venda,301700,0,NA,NA,0
Rua Haddock Lobo,1331,Cerqueira César,01414003,São Paulo,Apartamento,240,5,2,4,1,2018-07-18,Locação,7000,2450,MONTHLY,9450,525
Rua Comendador Vicente Lentini,1,Cambuci,01527070,São Paulo,Depósito,312,0,0,0,0,2018-08-03,Locação,4900,0,MONTHLY,4900,243
Alameda Ministro Rocha Azevedo,482,Jardim Paulista,01410000,São Paulo,Flat,46,1,1,1,1,2017-04-30,Locação,2100,630,MONTHLY,2730,70
Rua Rui Martins,137,Água Rasa,03184010,São Paulo,Apartamento,89,2,1,3,2,2018-06-09,Venda,620865,0,NA,NA,0
Rua Álvaro Anes,46,Pinheiros,05421010,São Paulo,Comercial,45,2,0,0,2,2019-02-13,Locação,1750,1088,MONTHLY,2838,153
